1364855982 0 0 1 0 0 0 0 0 0 0 0 0
1364856650 198 0 1 0 0 0 0 0 0 0 0 0
1365526796 1368 0 1 0 0 0 0 0 0 0 0 0
1365606919 1374 0 1 0 0 0 0 0 0 0 0 0
1365622530 1374 0 1 0 0 0 0 0 0 0 0 0
1365631541 1574 0 1 0 0 0 0 0 0 0 0 0
1365631858 1574 0 1 0 0 0 0 0 0 0 0 0
1365801057 1684 0 1 0 0 0 0 0 0 0 0 0
1365803946 1705 0 1 0 0 0 0 0 0 0 0 0
1365806865 1831 0 1 0 0 0 0 0 0 0 0 0
1365808389 1831 0 88 0 0 0 0 0 0 0 0 0
1365808415 1831 0 147 0 0 0 0 0 0 0 0 0
1365808468 1831 0 147 0 0 0 0 0 0 0 0 0
1365809063 1886 0 147 0 0 0 0 0 0 0 0 0
1365970395 1905 0 147 0 0 0 0 0 0 0 0 0
1365978344 1905 0 147 7 0 0 0 0 0 0 0 0
1365980075 1951 0 147 7 0 0 0 0 0 0 0 0
1365980106 1965 0 147 7 0 0 0 0 0 0 0 0
1365981795 1965 0 147 51 0 0 0 0 0 0 0 0
1365981844 1965 0 147 51 0 0 0 0 0 0 0 0
1366056695 1965 0 147 51 0 0 0 0 0 0 0 0
1366058014 2411 0 147 51 0 0 0 0 0 0 0 0
1366062935 2411 0 147 51 0 0 0 0 0 0 0 0
1366062940 2411 0 147 51 0 0 0 0 0 0 0 0
1366065764 2413 0 147 51 0 0 0 0 0 0 0 0
1366067126 3076 0 147 51 0 0 0 0 0 0 0 0
1366067347 3076 0 147 51 0 0 0 0 0 0 0 0
1366226446 3236 0 147 51 0 0 0 0 0 0 0 0
1366234341 3236 0 147 51 0 0 0 0 0 0 0 0
1366240784 3236 0 334 51 0 0 0 0 0 0 0 0
1366240792 3236 0 334 51 0 0 0 0 0 0 0 0
1366240958 3236 0 334 100 0 0 0 0 0 0 0 0
1366241029 3236 0 334 100 0 0 0 0 0 0 0 0
1366241104 3236 0 334 100 0 131 0 0 0 0 0 0
1366316536 3339 0 334 100 0 131 0 0 0 0 0 0
1366319141 3339 0 334 100 0 133 0 0 0 0 0 0
1366322850 3339 0 334 100 0 234 0 0 0 0 0 0
1366323927 3414 0 334 100 0 234 0 0 0 0 0 0
1366325850 3432 0 334 100 0 234 0 0 0 0 0 0
1366335278 3549 0 334 100 0 234 0 0 0 0 0 0
1366407956 3554 0 334 100 0 234 0 0 0 0 0 0
1366408160 3554 0 334 174 0 234 0 0 0 0 0 0
1366408210 3554 0 334 174 0 234 0 0 0 0 0 0
1366409163 3554 0 334 186 0 234 0 0 0 0 0 0
1366412576 3554 0 362 186 0 234 0 0 0 0 0 0
1366412580 3554 0 362 186 0 234 0 0 0 0 0 0
1366573946 3554 0 384 186 0 234 0 0 0 0 0 0
1366581193 3554 0 384 186 0 234 0 0 6 0 0 0
1366581764 3607 0 384 186 0 234 0 0 6 0 0 0
1366582925 3607 0 384 186 0 234 0 0 6 0 0 0
1366583124 3621 0 384 186 0 234 0 0 6 0 0 0
1366584201 3621 0 384 186 16 234 0 0 6 0 0 0
1366627212 3621 0 384 186 16 234 0 0 6 0 0 14
1366667667 3654 0 384 186 16 234 0 0 6 0 0 14
1366669415 3654 0 384 186 22 234 0 0 6 0 0 14
1366671363 3654 0 414 186 22 234 0 0 6 0 0 14
1366671369 3654 0 414 186 22 234 0 0 6 0 0 14
1366672069 3654 0 437 186 22 234 0 0 6 0 0 14
1366737491 3659 0 437 186 22 234 0 0 6 0 0 14
1366754128 3789 0 437 186 22 234 0 0 6 0 0 14
1366758278 3929 0 437 186 22 234 0 0 6 0 0 14
1366759272 3929 269 437 186 22 234 0 0 6 0 0 14
1366759912 3929 269 437 186 22 234 0 0 6 0 0 14
1366759988 3951 269 437 186 22 234 0 0 6 0 0 14
