1364855982 0 1 0 0 0 0 0 0 0 0
1364856650 1 1 0 0 0 0 0 0 0 0
1365526796 2 1 0 0 0 0 0 0 0 0
1365606919 3 1 0 0 0 0 0 0 0 0
1365622530 3 2 0 0 0 0 0 0 0 0
1365631541 4 2 0 0 0 0 0 0 0 0
1365631858 5 2 0 0 0 0 0 0 0 0
1365801057 6 2 0 0 0 0 0 0 0 0
1365803946 7 2 0 0 0 0 0 0 0 0
1365806865 8 2 0 0 0 0 0 0 0 0
1365808389 8 3 0 0 0 0 0 0 0 0
1365808415 8 4 0 0 0 0 0 0 0 0
1365808468 8 5 0 0 0 0 0 0 0 0
1365809063 9 5 0 0 0 0 0 0 0 0
1365970395 10 5 0 0 0 0 0 0 0 0
1365978344 10 5 1 0 0 0 0 0 0 0
1365980075 11 5 1 0 0 0 0 0 0 0
1365980106 12 5 1 0 0 0 0 0 0 0
1365981795 12 5 2 0 0 0 0 0 0 0
1365981844 12 5 3 0 0 0 0 0 0 0
1366056695 12 6 3 0 0 0 0 0 0 0
1366058014 13 6 3 0 0 0 0 0 0 0
1366062935 13 7 3 0 0 0 0 0 0 0
1366062940 13 8 3 0 0 0 0 0 0 0
1366065764 14 8 3 0 0 0 0 0 0 0
1366067126 15 8 3 0 0 0 0 0 0 0
1366067347 16 8 3 0 0 0 0 0 0 0
1366226446 17 8 3 0 0 0 0 0 0 0
1366234341 18 8 3 0 0 0 0 0 0 0
1366240784 18 9 3 0 0 0 0 0 0 0
1366240792 18 10 3 0 0 0 0 0 0 0
1366240958 18 10 4 0 0 0 0 0 0 0
1366241029 18 10 5 0 0 0 0 0 0 0
1366241104 18 10 5 0 0 1 0 0 0 0
1366316536 19 10 5 0 0 1 0 0 0 0
1366319141 19 10 5 0 0 2 0 0 0 0
1366322850 19 10 5 0 0 3 0 0 0 0
1366323927 20 10 5 0 0 3 0 0 0 0
1366325850 21 10 5 0 0 3 0 0 0 0
1366335278 22 10 5 0 0 3 0 0 0 0
1366407956 23 10 5 0 0 3 0 0 0 0
1366408160 23 10 6 0 0 3 0 0 0 0
1366408210 23 10 7 0 0 3 0 0 0 0
1366409163 23 10 8 0 0 3 0 0 0 0
1366412576 23 11 8 0 0 3 0 0 0 0
1366412580 23 12 8 0 0 3 0 0 0 0
1366573946 23 13 8 0 0 3 0 0 0 0
1366581193 23 13 8 0 0 3 0 0 1 0
1366581764 24 13 8 0 0 3 0 0 1 0
1366582925 25 13 8 0 0 3 0 0 1 0
1366583124 26 13 8 0 0 3 0 0 1 0
1366584201 26 13 8 0 1 3 0 0 1 0
1366627212 26 13 8 0 1 3 0 0 1 1
1366667667 27 13 8 0 1 3 0 0 1 1
1366669415 27 13 8 0 2 3 0 0 1 1
1366671363 27 14 8 0 2 3 0 0 1 1
1366671369 27 15 8 0 2 3 0 0 1 1
1366672069 27 16 8 0 2 3 0 0 1 1
